N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Estado
545557,2021-03-03 15:30:00,12500.0,Germany,193,24984.0,Valido
554672,2021-05-25 15:54:00,14415.0,United Kingdom,188,38710.0,Valido
580292,2021-12-02 13:37:00,15856.0,United Kingdom,109,26499.0,Valido
571218,2021-10-14 13:24:00,17451.0,United Kingdom,48,1872.0,Valido
547552,2021-03-23 15:55:00,,United Kingdom,108,72346.0,Valido
580558,2021-12-05 10:19:00,14931.0,Channel Islands,60,19840.0,Valido
565672,2021-09-06 09:34:00,17700.0,United Kingdom,326,55626.0,Valido
573556,2021-10-31 13:51:00,17675.0,United Kingdom,334,76432.0,Valido
565858,2021-09-07 14:30:00,17949.0,United Kingdom,504,53424.0,Valido
542267,2021-01-26 17:43:00,16882.0,United Kingdom,2,990.0,Valido
541848,2021-01-23 13:31:00,17611.0,United Kingdom,367,49748.0,Valido
564838,2021-08-30 12:43:00,,United Kingdom,462,170422.0,Valido
578469,2021-11-24 12:36:00,12471.0,Germany,260,59032.0,Valido
554842,2021-05-26 18:17:00,14740.0,United Kingdom,251,55571.0,Valido
555847,2021-06-07 13:27:00,14880.0,United Kingdom,179,23407.0,Valido
547821,2021-03-25 14:50:00,12621.0,Germany,484,96000.0,Valido
569723,2021-10-06 09:32:00,12431.0,Australia,28,8980.0,Valido
578098,2021-11-22 17:32:00,12936.0,United Kingdom,53,7948.0,Valido
550827,2021-04-21 10:16:00,12670.0,France,278,63305.0,Valido
572283,2021-10-23 11:42:00,15000.0,United Kingdom,218,49052.0,Valido
546863,2021-03-17 15:41:00,16377.0,United Kingdom,1500,67620.0,Valido
578267,2021-11-23 13:37:00,12748.0,United Kingdom,3,1275.0,Valido
579536,2021-11-30 09:53:00,12957.0,United Kingdom,674,96890.0,Valido
579400,2021-11-29 12:10:00,17306.0,United Kingdom,1024,69680.0,Valido
565726,2021-09-06 11:58:00,14360.0,United Kingdom,745,113469.0,Valido
574044,2021-11-02 13:14:00,16210.0,United Kingdom,264,84360.0,Valido
560552,2021-07-19 12:54:00,15311.0,United Kingdom,505,75093.0,Valido
545470,2021-03-03 10:26:00,14483.0,United Kingdom,97,13710.0,Valido
568177,2021-09-25 13:30:00,13536.0,United Kingdom,319,45517.0,Valido
550190,2021-04-14 19:16:00,15135.0,United Kingdom,43,13905.0,Valido
550993,2021-04-21 19:51:00,15810.0,United Kingdom,280,47680.0,Valido
565454,2021-09-04 16:08:00,17410.0,United Kingdom,49,11715.0,Valido
544352,2021-02-18 10:16:00,15290.0,United Kingdom,149,29873.0,Valido
552694,2021-05-10 15:25:00,12749.0,United Kingdom,262,85910.0,Valido
565467,2021-09-05 09:49:00,14129.0,United Kingdom,178,31578.0,Valido
576613,2021-11-15 16:34:00,13854.0,United Kingdom,60,31004.0,Valido
538514,2020-12-12 14:27:00,15044.0,United Kingdom,311,83595.0,Valido
567104,2021-09-16 13:33:00,15975.0,United Kingdom,243,37101.0,Valido
542691,2021-01-31 12:34:00,13408.0,United Kingdom,472,63136.0,Valido
545821,2021-03-07 12:50:00,13001.0,United Kingdom,338,59102.0,Valido
541524,2021-01-19 10:49:00,17091.0,United Kingdom,240,59470.0,Valido
561322,2021-07-26 13:03:00,15203.0,United Kingdom,426,30198.0,Valido
561320,2021-07-26 12:57:00,16942.0,United Kingdom,103,19189.0,Valido
567326,2021-09-19 14:38:00,14290.0,United Kingdom,78,29354.0,Valido
544167,2021-02-16 13:14:00,14755.0,United Kingdom,134,50602.0,Valido
564164,2021-08-23 13:30:00,17940.0,United Kingdom,300,7500.0,Valido
558196,2021-06-27 12:38:00,16033.0,United Kingdom,267,62641.0,Valido
561044,2021-07-24 12:26:00,13831.0,United Kingdom,122,35740.0,Valido
538188,2020-12-10 10:29:00,,United Kingdom,1,295.0,Valido
567697,2021-09-22 08:41:00,16558.0,United Kingdom,307,41614.0,Valido
565421,2021-09-04 12:10:00,16744.0,United Kingdom,98,16182.0,Valido
537380,2020-12-06 13:12:00,15882.0,United Kingdom,48,10080.0,Valido
568472,2021-09-27 11:50:00,12517.0,Germany,210,41720.0,Valido
557781,2021-06-22 15:30:00,17389.0,United Kingdom,42,5250.0,Valido
553673,2021-05-18 12:46:00,16814.0,United Kingdom,187,60039.0,Valido
537334,2020-12-06 12:06:00,16719.0,United Kingdom,146,43073.0,Valido
572885,2021-10-26 13:45:00,15311.0,United Kingdom,213,42381.0,Valido
566023,2021-09-08 12:48:00,12955.0,United Kingdom,424,49644.0,Valido
537391,2020-12-06 13:53:00,16550.0,United Kingdom,257,55466.0,Valido
540553,2021-01-10 09:48:00,12500.0,Germany,243,34494.0,Valido
539570,2020-12-20 12:05:00,15078.0,United Kingdom,144,32760.0,Valido
570555,2021-10-11 11:03:00,17119.0,United Kingdom,306,54725.0,Valido
573906,2021-11-01 15:12:00,16458.0,United Kingdom,112,19502.0,Valido
542707,2021-01-31 12:50:00,18095.0,United Kingdom,194,20530.0,Valido
554282,2021-05-23 14:01:00,15769.0,United Kingdom,848,174280.0,Valido
543934,2021-02-14 14:29:00,12993.0,United Kingdom,64,10290.0,Valido
576562,2021-11-15 13:24:00,14522.0,United Kingdom,96,14304.0,Valido
571272,2021-10-16 12:19:00,13878.0,United Kingdom,475,128153.0,Valido
569731,2021-10-06 09:48:00,13999.0,United Kingdom,142,30844.0,Valido
564136,2021-08-23 11:16:00,14404.0,United Kingdom,164,30924.0,Valido
562276,2021-08-04 10:23:00,17735.0,United Kingdom,538,95400.0,Valido
541227,2021-01-14 15:29:00,16839.0,United Kingdom,80,34920.0,Valido
572846,2021-10-26 12:14:00,14550.0,United Kingdom,207,34079.0,Valido
566619,2021-09-14 09:16:00,13798.0,United Kingdom,196,32780.0,Valido
546250,2021-03-10 14:14:00,14350.0,United Kingdom,183,28293.0,Valido
569331,2021-10-03 13:39:00,16875.0,United Kingdom,581,95733.0,Valido
547580,2021-03-24 10:48:00,13488.0,United Kingdom,259,71395.0,Valido
568896,2021-09-29 13:13:00,16361.0,United Kingdom,206,33494.0,Valido
557872,2021-06-23 12:42:00,14911.0,EIRE,187,37085.0,Valido
543170,2021-02-04 09:03:00,17334.0,United Kingdom,290,29652.0,Valido
566433,2021-09-12 14:54:00,16839.0,United Kingdom,438,98794.0,Valido
548650,2021-04-01 13:22:00,14852.0,United Kingdom,368,49040.0,Valido
547361,2021-03-22 12:31:00,15298.0,United Kingdom,168,36536.0,Valido
571184,2021-10-14 11:09:00,15478.0,United Kingdom,288,82683.0,Valido
563580,2021-08-17 15:53:00,16706.0,United Kingdom,165,29153.0,Valido
555008,2021-05-31 10:24:00,17061.0,United Kingdom,66,38270.0,Valido
547829,2021-03-25 15:24:00,16081.0,United Kingdom,241,41053.0,Valido
555162,2021-06-01 10:15:00,12473.0,Germany,557,67219.0,Valido
576889,2021-11-16 17:24:00,12748.0,United Kingdom,149,29392.0,Valido
544928,2021-02-24 18:07:00,,United Kingdom,332,133610.0,Valido
569225,2021-10-02 14:25:00,16930.0,United Kingdom,185,19531.0,Valido
546092,2021-03-09 11:54:00,17138.0,United Kingdom,126,38050.0,Valido
552710,2021-05-11 07:35:00,13098.0,United Kingdom,1015,197406.0,Valido
580883,2021-12-06 12:21:00,16979.0,United Kingdom,58,23174.0,Valido
547715,2021-03-25 08:50:00,12520.0,Germany,128,24654.0,Valido
576603,2021-11-15 15:22:00,14911.0,EIRE,195,52428.0,Valido
581256,2021-12-08 11:21:00,,United Kingdom,1074,483942.0,Valido
578032,2021-11-22 13:41:00,16633.0,United Kingdom,261,64794.0,Valido
539714,2020-12-21 12:44:00,,United Kingdom,3,255.0,Valido
566074,2021-09-09 08:48:00,12535.0,France,104,34490.0,Valido
548016,2021-03-29 11:39:00,16871.0,United Kingdom,36,3504.0,Valido
563616,2021-08-18 09:39:00,13027.0,United Kingdom,3840,153600.0,Valido
557611,2021-06-21 12:35:00,17695.0,United Kingdom,358,35360.0,Valido
542124,2021-01-25 14:45:00,14248.0,United Kingdom,102,30258.0,Valido
580631,2021-12-05 12:13:00,16682.0,United Kingdom,170,11086.0,Valido
547020,2021-03-18 15:42:00,17017.0,United Kingdom,287,36836.0,Valido
550160,2021-04-14 15:46:00,17930.0,United Kingdom,172,39060.0,Valido
571475,2021-10-17 14:42:00,15033.0,United Kingdom,250,34438.0,Valido
551874,2021-05-05 07:37:00,16422.0,United Kingdom,222,38514.0,Valido
579555,2021-11-30 11:08:00,16241.0,United Kingdom,357,60940.0,Valido
556531,2021-06-13 11:49:00,15491.0,United Kingdom,321,76503.0,Valido
543990,2021-02-15 09:59:00,15122.0,United Kingdom,236,39704.0,Valido
554265,2021-05-23 12:38:00,,United Kingdom,15,3303.0,Valido
541574,2021-01-19 12:52:00,12826.0,United Kingdom,266,21272.0,Valido
568989,2021-09-29 16:41:00,14709.0,United Kingdom,160,31130.0,Valido
579937,2021-12-01 10:10:00,13509.0,United Kingdom,135,9810.0,Valido
572518,2021-10-24 14:49:00,16353.0,United Kingdom,48,23760.0,Valido
563854,2021-08-19 15:24:00,12364.0,Belgium,555,62392.0,Valido
561199,2021-07-25 14:45:00,14970.0,United Kingdom,50,33750.0,Valido
579184,2021-11-28 15:17:00,16746.0,United Kingdom,93,30120.0,Valido
566874,2021-09-15 13:32:00,,United Kingdom,4,590.0,Valido
550756,2021-04-20 12:02:00,14148.0,United Kingdom,16,15720.0,Valido
546480,2021-03-14 11:38:00,13452.0,United Kingdom,1,29500.0,Valido
553675,2021-05-18 12:52:00,13719.0,United Kingdom,108,20584.0,Valido
562934,2021-08-10 16:56:00,,United Kingdom,355,176375.0,Valido
544059,2021-02-15 13:00:00,14534.0,United Kingdom,52,12016.0,Valido
550513,2021-04-18 16:37:00,16928.0,United Kingdom,236,37956.0,Valido
578719,2021-11-25 11:25:00,17348.0,United Kingdom,175,17761.0,Valido
551776,2021-05-04 11:23:00,13268.0,United Kingdom,226,25004.0,Valido
574491,2021-11-04 13:05:00,16318.0,United Kingdom,199,32815.0,Valido
566087,2021-09-09 10:24:00,13319.0,United Kingdom,224,49340.0,Valido
544644,2021-02-22 11:46:00,17002.0,United Kingdom,266,51306.0,Valido
547877,2021-03-27 15:46:00,14573.0,United Kingdom,41,16583.0,Valido
572318,2021-10-23 16:19:00,15436.0,United Kingdom,227,37027.0,Valido
547971,2021-03-28 16:37:00,17917.0,United Kingdom,75,11955.0,Valido
537179,2020-12-05 13:29:00,13767.0,United Kingdom,284,80628.0,Valido
577531,2021-11-20 13:58:00,,United Kingdom,608,478589.0,Valido
564169,2021-08-23 13:55:00,14646.0,Netherlands,288,42480.0,Valido
561195,2021-07-25 13:57:00,14796.0,United Kingdom,572,56403.0,Valido
573875,2021-11-01 12:47:00,15018.0,United Kingdom,95,20487.0,Valido
539840,2020-12-22 14:28:00,12383.0,Belgium,754,60072.0,Valido
576637,2021-11-16 09:34:00,16079.0,United Kingdom,210,31362.0,Valido
579262,2021-11-29 09:13:00,13599.0,United Kingdom,60,9384.0,Valido
542151,2021-01-26 10:30:00,13491.0,United Kingdom,71,18785.0,Valido
565783,2021-09-06 15:53:00,13122.0,United Kingdom,48,1872.0,Valido
563534,2021-08-17 11:37:00,14323.0,United Kingdom,128,30524.0,Valido
569537,2021-10-04 15:45:00,13269.0,United Kingdom,90,9770.0,Valido
569741,2021-10-06 10:52:00,14626.0,United Kingdom,315,61091.0,Valido
577138,2021-11-18 09:03:00,13079.0,United Kingdom,6,1770.0,Valido
581324,2021-12-08 11:53:00,14217.0,United Kingdom,28,9448.0,Valido
537674,2020-12-08 09:51:00,15628.0,United Kingdom,250,31918.0,Valido
567507,2021-09-20 14:46:00,,United Kingdom,624,410239.0,Valido
569226,2021-10-02 14:31:00,16930.0,United Kingdom,4,1180.0,Valido
554059,2021-05-20 16:25:00,14388.0,United Kingdom,356,45894.0,Valido
545725,2021-03-07 11:32:00,16621.0,United Kingdom,47,16285.0,Valido
545514,2021-03-03 12:06:00,15053.0,United Kingdom,257,22265.0,Valido
554866,2021-05-27 10:41:00,13488.0,United Kingdom,291,49327.0,Valido
581494,2021-12-09 10:13:00,12518.0,Germany,188,33914.0,Valido
571824,2021-10-19 11:49:00,12472.0,Germany,923,137643.0,Valido
546394,2021-03-11 14:26:00,17164.0,United Kingdom,427,62713.0,Valido
549583,2021-04-11 09:46:00,15214.0,United Kingdom,402,51493.0,Valido
568149,2021-09-25 11:38:00,14285.0,United Kingdom,293,124753.0,Valido
563550,2021-08-17 12:50:00,14194.0,United Kingdom,214,50812.0,Valido
548533,2021-03-31 17:17:00,13883.0,United Kingdom,457,98041.0,Valido
551337,2021-04-27 16:54:00,16418.0,United Kingdom,87,14591.0,Valido
558365,2021-06-28 15:28:00,13631.0,United Kingdom,40,25000.0,Valido
567904,2021-09-22 16:34:00,12609.0,Germany,130,32612.0,Valido
560241,2021-07-17 12:02:00,13967.0,United Kingdom,42,8070.0,Valido
558195,2021-06-27 12:32:00,17735.0,United Kingdom,528,70188.0,Valido
538657,2020-12-13 15:26:00,15867.0,United Kingdom,63,20140.0,Valido
540172,2021-01-05 12:29:00,18109.0,United Kingdom,54,13898.0,Valido
577543,2021-11-20 14:40:00,17636.0,United Kingdom,182,28556.0,Valido
567793,2021-09-22 11:40:00,12657.0,France,259,61844.0,Valido
537692,2020-12-08 10:40:00,14796.0,United Kingdom,434,67121.0,Valido
537789,2020-12-08 12:49:00,14051.0,United Kingdom,214,62342.0,Valido
548977,2021-04-05 11:54:00,,United Kingdom,13,1385.0,Valido
571256,2021-10-14 17:16:00,,United Kingdom,1,289.0,Valido
576695,2021-11-16 12:25:00,16469.0,United Kingdom,106,18771.0,Valido
551832,2021-05-04 13:11:00,15987.0,United Kingdom,24,936.0,Valido
538420,2020-12-12 12:03:00,12875.0,United Kingdom,1728,29376.0,Valido
554923,2021-05-27 12:48:00,14735.0,United Kingdom,22,8970.0,Valido
572052,2021-10-20 12:26:00,14646.0,Netherlands,1728,124416.0,Valido
569668,2021-10-05 13:47:00,16040.0,United Kingdom,175,43737.0,Valido
538067,2020-12-09 13:59:00,15288.0,United Kingdom,66,16565.0,Valido
555548,2021-06-05 13:16:00,17811.0,United Kingdom,99,14705.0,Valido
578081,2021-11-22 16:31:00,14051.0,United Kingdom,240,95820.0,Valido
578054,2021-11-22 14:59:00,14911.0,EIRE,239,61600.0,Valido
543590,2021-02-10 11:44:00,17377.0,United Kingdom,144,21658.0,Valido
537813,2020-12-08 13:38:00,18259.0,United Kingdom,116,37630.0,Valido
568592,2021-09-28 10:42:00,17469.0,United Kingdom,172,44180.0,Valido
570235,2021-10-09 14:30:00,13193.0,United Kingdom,50,11788.0,Valido
545416,2021-03-02 13:35:00,17770.0,United Kingdom,231,60317.0,Valido
550953,2021-04-21 16:17:00,,United Kingdom,398,195326.0,Valido
578914,2021-11-27 11:54:00,13782.0,United Kingdom,96,17006.0,Valido
547671,2021-03-24 13:45:00,14560.0,United Kingdom,41,6238.0,Valido
565147,2021-09-01 13:53:00,16187.0,United Kingdom,300,45992.0,Valido
546737,2021-03-16 11:52:00,13358.0,United Kingdom,285,43903.0,Valido
539181,2020-12-16 11:51:00,12748.0,United Kingdom,84,13544.0,Valido
574514,2021-11-04 13:34:00,15311.0,United Kingdom,518,62700.0,Valido
561926,2021-08-01 12:48:00,12749.0,United Kingdom,812,186643.0,Valido
544328,2021-02-17 16:35:00,14371.0,United Kingdom,34,10050.0,Valido
565287,2021-09-02 11:42:00,12483.0,Sweden,163,30945.0,Valido
580608,2021-12-05 11:39:00,16811.0,United Kingdom,84,23230.0,Valido
539452,2020-12-17 17:06:00,15856.0,United Kingdom,266,74122.0,Valido
572306,2021-10-23 15:11:00,17841.0,United Kingdom,321,51105.0,Valido
574466,2021-11-04 11:53:00,18172.0,United Kingdom,154,33572.0,Valido
554441,2021-05-24 12:22:00,13213.0,United Kingdom,182,32048.0,Valido
574303,2021-11-03 16:28:00,13324.0,United Kingdom,560,68412.0,Valido
546522,2021-03-14 12:41:00,13319.0,United Kingdom,175,37384.0,Valido
553144,2021-05-13 13:29:00,17669.0,United Kingdom,338,61950.0,Valido
580909,2021-12-06 13:27:00,18225.0,United Kingdom,160,33028.0,Valido
574590,2021-11-06 10:44:00,18077.0,United Kingdom,166,33586.0,Valido
571898,2021-10-19 14:20:00,13247.0,United Kingdom,78,8580.0,Valido
572613,2021-10-25 11:28:00,15345.0,United Kingdom,81,39354.0,Valido
575959,2021-11-13 12:27:00,14547.0,United Kingdom,700,111708.0,Valido
558310,2021-06-28 11:20:00,16671.0,United Kingdom,656,138288.0,Valido
578293,2021-11-23 14:36:00,15640.0,United Kingdom,364,88686.0,Valido
561969,2021-08-01 13:31:00,17757.0,United Kingdom,153,20669.0,Valido
556805,2021-06-14 15:15:00,15125.0,United Kingdom,124,21380.0,Valido
574864,2021-11-07 12:29:00,14387.0,United Kingdom,388,84082.0,Valido
549206,2021-04-07 10:38:00,15281.0,United Kingdom,32,10440.0,Valido
550818,2021-04-20 17:10:00,15912.0,United Kingdom,66,14149.0,Valido
576050,2021-11-13 14:44:00,15022.0,United Kingdom,1,3995.0,Valido
549047,2021-04-06 10:07:00,17783.0,United Kingdom,53,11241.0,Valido
578433,2021-11-24 12:21:00,17671.0,United Kingdom,248,47416.0,Valido
545034,2021-02-25 16:42:00,13493.0,Switzerland,66,17935.0,Valido
559319,2021-07-07 14:11:00,18013.0,United Kingdom,24,1008.0,Valido
557885,2021-06-23 13:37:00,12465.0,Belgium,294,44094.0,Valido
560635,2021-07-20 10:51:00,12521.0,Germany,309,59968.0,Valido
551967,2021-05-05 13:19:00,16457.0,United Kingdom,140,20836.0,Valido
537111,2020-12-05 12:08:00,14810.0,United Kingdom,84,18044.0,Valido
580119,2021-12-01 16:37:00,17920.0,United Kingdom,66,18778.0,Valido
538872,2020-12-14 15:13:00,13097.0,United Kingdom,90,30490.0,Valido
554646,2021-05-25 12:39:00,17790.0,United Kingdom,40,12425.0,Valido
578823,2021-11-25 14:00:00,,United Kingdom,6,7500.0,Valido
579619,2021-11-30 12:10:00,18241.0,United Kingdom,70,11754.0,Valido
571474,2021-10-17 14:41:00,16389.0,United Kingdom,773,30336.0,Valido
539434,2020-12-17 14:41:00,,United Kingdom,1043,470040.0,Valido
574294,2021-11-03 15:47:00,16333.0,United Kingdom,3840,572700.0,Valido
546486,2021-03-14 11:41:00,15039.0,United Kingdom,172,37788.0,Valido
539460,2020-12-17 18:07:00,12931.0,United Kingdom,20,3300.0,Valido
556023,2021-06-08 12:21:00,14527.0,United Kingdom,49,20928.0,Valido
569224,2021-10-02 14:00:00,15701.0,United Kingdom,151,25513.0,Valido
544684,2021-02-22 16:32:00,,United Kingdom,570,179996.0,Valido
551542,2021-05-03 09:05:00,14732.0,United Kingdom,156,30650.0,Valido
550898,2021-04-21 12:07:00,,United Kingdom,5,1375.0,Valido
576894,2021-11-17 08:35:00,12681.0,France,110,29186.0,Valido
558116,2021-06-27 09:11:00,,United Kingdom,148,86972.0,Valido
565216,2021-09-01 17:38:00,12971.0,United Kingdom,28,11460.0,Valido
579939,2021-12-01 10:18:00,15101.0,United Kingdom,207,21525.0,Valido
567666,2021-09-21 15:23:00,12520.0,Germany,340,58841.0,Valido
542223,2021-01-26 12:43:00,14233.0,United Kingdom,47,10085.0,Valido
575043,2021-11-08 12:06:00,13047.0,United Kingdom,1,495.0,Valido
545524,2021-03-03 12:53:00,17374.0,United Kingdom,29,19195.0,Valido
540513,2021-01-09 11:41:00,13758.0,United Kingdom,152,42240.0,Valido
559689,2021-07-11 15:46:00,,United Kingdom,48,6675.0,Valido
549720,2021-04-11 15:25:00,14606.0,United Kingdom,56,14284.0,Valido
576186,2021-11-14 11:25:00,14735.0,United Kingdom,66,27630.0,Valido
554375,2021-05-24 11:29:00,18044.0,United Kingdom,163,24592.0,Valido
550324,2021-04-17 13:02:00,12997.0,United Kingdom,185,30292.0,Valido
547076,2021-03-20 14:37:00,15140.0,United Kingdom,283,44615.0,Valido
545303,2021-03-01 12:48:00,15319.0,United Kingdom,175,20450.0,Valido
546388,2021-03-11 13:43:00,,United Kingdom,75,20350.0,Valido
569728,2021-10-06 09:38:00,15416.0,United Kingdom,392,83999.0,Valido
561192,2021-07-25 13:45:00,16033.0,United Kingdom,163,44114.0,Valido
565765,2021-09-06 14:19:00,12526.0,Germany,318,52030.0,Valido
546109,2021-03-09 12:37:00,,United Kingdom,2,3390.0,Valido
536392,2020-12-01 10:29:00,13705.0,United Kingdom,103,31814.0,Valido
545797,2021-03-07 12:17:00,16225.0,United Kingdom,176,32691.0,Valido
553170,2021-05-13 16:57:00,14676.0,United Kingdom,396,22344.0,Valido
571229,2021-10-14 14:04:00,15453.0,United Kingdom,146,18986.0,Valido
575734,2021-11-11 08:39:00,12384.0,Switzerland,64,29258.0,Valido
574228,2021-11-03 12:18:00,16678.0,United Kingdom,250,30120.0,Valido
581019,2021-12-07 10:11:00,14794.0,United Kingdom,158,20486.0,Valido
577128,2021-11-17 19:48:00,14508.0,United Kingdom,61,13886.0,Valido
580321,2021-12-02 15:41:00,15078.0,United Kingdom,24,5040.0,Valido
548952,2021-04-05 10:46:00,15572.0,United Kingdom,207,43013.0,Valido
540247,2021-01-05 15:56:00,15464.0,United Kingdom,350,104885.0,Valido
562427,2021-08-04 17:19:00,17267.0,United Kingdom,155,31102.0,Valido
546728,2021-03-16 11:09:00,13983.0,United Kingdom,2,29000.0,Valido
568230,2021-09-26 11:05:00,12925.0,United Kingdom,258,36831.0,Valido
551618,2021-05-03 11:42:00,16013.0,United Kingdom,158,62610.0,Valido
572080,2021-10-20 14:12:00,16592.0,United Kingdom,12,2520.0,Valido
553161,2021-05-13 15:48:00,12681.0,France,268,41528.0,Valido
571677,2021-10-18 13:32:00,13637.0,United Kingdom,55,12565.0,Valido
568875,2021-09-29 12:23:00,14527.0,United Kingdom,35,16070.0,Valido
549055,2021-04-06 10:33:00,13515.0,United Kingdom,180,20340.0,Valido
559300,2021-07-07 12:40:00,12471.0,Germany,148,20862.0,Valido
577477,2021-11-20 11:32:00,14157.0,United Kingdom,85,15571.0,Valido
559985,2021-07-14 11:46:00,16488.0,United Kingdom,170,21906.0,Valido
547727,2021-03-25 10:50:00,16029.0,United Kingdom,552,87816.0,Valido
574349,2021-11-04 10:29:00,13495.0,United Kingdom,268,65980.0,Valido
546918,2021-03-18 09:19:00,15854.0,United Kingdom,52,30940.0,Valido
543099,2021-02-03 12:00:00,16684.0,United Kingdom,5880,654912.0,Valido
573945,2021-11-02 10:44:00,17663.0,United Kingdom,103,21147.0,Valido
578479,2021-11-24 12:48:00,15858.0,United Kingdom,95,19101.0,Valido
581139,2021-12-07 13:21:00,13798.0,United Kingdom,516,82268.0,Valido
543650,2021-02-11 09:17:00,12980.0,United Kingdom,56,79080.0,Valido
559042,2021-07-05 15:34:00,,United Kingdom,37,28174.0,Valido
576907,2021-11-17 09:34:00,12610.0,Italy,169,24820.0,Valido
550106,2021-04-14 12:31:00,13772.0,United Kingdom,86,22842.0,Valido
556454,2021-06-10 16:37:00,12947.0,United Kingdom,48,4080.0,Valido
581428,2021-12-08 15:37:00,13404.0,United Kingdom,12,3468.0,Valido
572130,2021-10-21 09:50:00,13460.0,United Kingdom,197,10746.0,Valido
567531,2021-09-21 09:37:00,14397.0,United Kingdom,32,5312.0,Valido
554822,2021-05-26 14:17:00,12937.0,United Kingdom,76,21080.0,Valido
569222,2021-10-02 13:46:00,15906.0,United Kingdom,217,59049.0,Valido
537636,2020-12-07 15:20:00,16950.0,United Kingdom,32,17200.0,Valido
555382,2021-06-02 14:46:00,17133.0,United Kingdom,728,143712.0,Valido
553171,2021-05-13 17:05:00,,United Kingdom,12,468.0,Valido
562380,2021-08-04 15:23:00,14778.0,United Kingdom,165,39681.0,Valido
556889,2021-06-15 12:39:00,16644.0,United Kingdom,75,11137.0,Valido
575329,2021-11-09 13:50:00,17038.0,United Kingdom,28,11240.0,Valido
569214,2021-10-02 12:22:00,14533.0,United Kingdom,1976,32680.0,Valido
580746,2021-12-06 09:35:00,12584.0,Italy,45,20045.0,Valido
550359,2021-04-18 10:41:00,17841.0,United Kingdom,162,36648.0,Valido
545306,2021-03-01 13:04:00,17027.0,United Kingdom,6,1320.0,Valido
570846,2021-10-12 14:33:00,13983.0,United Kingdom,13,1297.0,Valido
578038,2021-11-22 14:10:00,14251.0,United Kingdom,186,34614.0,Valido
550515,2021-04-18 17:29:00,14502.0,United Kingdom,128,21707.0,Valido
574023,2021-11-02 12:20:00,14390.0,United Kingdom,239,56441.0,Valido
570444,2021-10-10 14:38:00,17284.0,United Kingdom,124,15844.0,Valido
541091,2021-01-13 12:53:00,16814.0,United Kingdom,159,34215.0,Valido
568569,2021-09-28 09:02:00,17857.0,United Kingdom,300,58500.0,Valido
575584,2021-11-10 11:55:00,12682.0,France,101,24540.0,Valido
561473,2021-07-27 13:17:00,15078.0,United Kingdom,264,54420.0,Valido
559126,2021-07-06 12:33:00,17341.0,United Kingdom,10,1450.0,Valido
545059,2021-02-27 13:04:00,14157.0,United Kingdom,199,27717.0,Valido
549239,2021-04-07 11:37:00,13102.0,United Kingdom,174,24546.0,Valido
546866,2021-03-17 15:47:00,14462.0,United Kingdom,115,23239.0,Valido
580880,2021-12-06 12:19:00,14121.0,United Kingdom,694,77116.0,Valido
539991,2020-12-23 16:49:00,,United Kingdom,18,7870.0,Valido
551820,2021-05-04 12:11:00,12645.0,Germany,240,42960.0,Valido
551134,2021-04-26 13:02:00,16729.0,United Kingdom,459,60473.0,Valido
567898,2021-09-22 16:20:00,13394.0,United Kingdom,280,30274.0,Valido
580534,2021-12-04 16:02:00,12724.0,France,75,20824.0,Valido
573876,2021-11-01 12:48:00,16360.0,United Kingdom,393,53037.0,Valido
567124,2021-09-16 13:45:00,15240.0,United Kingdom,234,33717.0,Valido
560501,2021-07-19 11:08:00,16475.0,United Kingdom,92,9140.0,Valido
551531,2021-05-01 13:45:00,15376.0,United Kingdom,375,65417.0,Valido
548315,2021-03-30 12:34:00,16019.0,United Kingdom,60,30332.0,Valido
540355,2021-01-06 15:11:00,,United Kingdom,691,340194.0,Valido
543124,2021-02-03 14:15:00,15311.0,United Kingdom,369,61016.0,Valido
579264,2021-11-29 09:15:00,13599.0,United Kingdom,70,4420.0,Valido
580666,2021-12-05 14:06:00,15856.0,United Kingdom,32,8160.0,Valido
544077,2021-02-15 15:04:00,14825.0,United Kingdom,175,24134.0,Valido
576668,2021-11-16 11:49:00,18246.0,United Kingdom,96,36320.0,Valido
547340,2021-03-22 11:53:00,14875.0,United Kingdom,100,36200.0,Valido
557605,2021-06-21 12:06:00,14911.0,EIRE,49,14740.0,Valido
576600,2021-11-15 15:08:00,18181.0,United Kingdom,146,38280.0,Valido
580745,2021-12-06 09:32:00,13694.0,United Kingdom,100,14500.0,Valido
573383,2021-10-30 14:18:00,17447.0,United Kingdom,93,16905.0,Valido
571641,2021-10-18 12:07:00,17135.0,United Kingdom,369,20506.0,Valido
558199,2021-06-27 12:58:00,17110.0,United Kingdom,50,16330.0,Valido
549566,2021-04-10 14:27:00,13610.0,United Kingdom,49,11055.0,Valido
569694,2021-10-05 15:24:00,17735.0,United Kingdom,263,56247.0,Valido
558715,2021-07-01 13:18:00,,United Kingdom,1,11669.0,Valido
570799,2021-10-12 12:31:00,16203.0,United Kingdom,104,21460.0,Valido
547689,2021-03-24 14:55:00,17757.0,United Kingdom,55,16675.0,Valido
560716,2021-07-20 13:26:00,17675.0,United Kingdom,600,153276.0,Valido
575943,2021-11-13 11:44:00,17920.0,United Kingdom,131,25554.0,Valido
541972,2021-01-24 13:58:00,12935.0,United Kingdom,325,43163.0,Valido
541847,2021-01-23 13:25:00,15443.0,United Kingdom,182,43771.0,Valido
